InvoiceId,InvoiceDate,InvoiceAmount,InvoiceType,CustomerId
206,2/20/2012,9.96,InPerson,158
207,2/20/2012,127.4,InPerson,159
208,2/20/2012,79.8,InPerson,160
209,2/20/2012,134.55,InPerson,161
210,2/20/2012,80.51,InPerson,162
211,2/20/2012,239.4,InPerson,163
212,2/20/2012,184.5,InPerson,164
213,2/20/2012,195.4,InPerson,7
214,2/21/2012,299.15,InPerson,165
215,2/21/2012,5.9,InPerson,166
216,2/21/2012,179.55,InPerson,167
217,2/21/2012,410,InPerson,168
218,2/21/2012,264.45,InPerson,169
219,2/21/2012,12.95,InPerson,170
220,2/21/2012,279.3,InPerson,171
221,2/21/2012,247.69,InPerson,172
222,2/21/2012,209.65,InPerson,173
223,2/21/2012,364.05,InPerson,174
224,2/21/2012,58.8,InPerson,175
225,2/21/2012,264.2,InPerson,176
226,2/21/2012,89.7,InPerson,59
227,2/21/2012,179.65,InPerson,91
228,2/21/2012,195.2,InPerson,68
229,2/21/2012,162.1,InPerson,36
230,2/21/2012,399.6,InPerson,155
231,2/22/2012,124.45,InPerson,177
232,2/22/2012,51.8,InPerson,178
233,2/22/2012,401.45,InPerson,179
234,2/22/2012,51.8,InPerson,180
235,2/22/2012,250.2,InPerson,181
236,2/22/2012,257.3,InPerson,182
237,2/22/2012,269.55,InPerson,183
238,2/22/2012,399.6,InPerson,184
239,2/22/2012,77.7,InPerson,185
240,2/22/2012,104.65,MailOrder,24
241,2/22/2012,143.4,InPerson,175
242,2/22/2012,480.25,InPerson,85
243,2/22/2012,515.25,InPerson,59
244,2/22/2012,9.95,InPerson,90
245,2/23/2012,74.75,InPerson,186
246,2/23/2012,179.55,InPerson,187
247,2/23/2012,419.3,InPerson,188
248,2/23/2012,89.85,InPerson,189
249,2/23/2012,64.75,InPerson,190
250,2/23/2012,49.9,InPerson,191
251,2/23/2012,38.85,InPerson,24
252,2/24/2012,159.6,InPerson,192
253,2/24/2012,102.65,InPerson,193
254,2/24/2012,185.4,InPerson,53
255,2/24/2012,272.2,InPerson,17
256,2/24/2012,126.35,InPerson,108
257,2/24/2012,64.75,InPerson,177
258,2/24/2012,249.6,InPerson,38
259,2/24/2012,174.5,InPerson,66
260,2/25/2012,254.4,InPerson,194
261,2/25/2012,14.75,InPerson,36
262,2/27/2012,90.3,InPerson,195
263,2/27/2012,159.7,InPerson,196
264,2/27/2012,51.8,InPerson,197
265,2/27/2012,259.3,InPerson,198
266,2/27/2012,119.7,InPerson,199
267,2/27/2012,49.9,InPerson,200
268,2/27/2012,269.25,InPerson,201
269,2/27/2012,544.3,InPerson,202
270,2/27/2012,14.95,MailOrder,171
271,2/28/2012,146.15,InPerson,203
272,2/28/2012,99.8,InPerson,204
273,2/28/2012,5.9,InPerson,205
274,2/28/2012,25.9,InPerson,206
275,2/28/2012,69.65,InPerson,207
276,2/28/2012,119.8,InPerson,208
277,2/28/2012,223.6,InPerson,209
278,2/28/2012,106.35,InPerson,210
279,2/28/2012,383.25,InPerson,211
280,2/28/2012,232.05,InPerson,212
281,2/28/2012,313,MailOrder,37
282,2/28/2012,139.75,InPerson,68
283,2/28/2012,123.6,InPerson,33
284,2/28/2012,336.35,MailOrder,33
285,2/29/2012,327.45,InPerson,213
286,2/29/2012,11.8,InPerson,214
287,2/29/2012,203.15,InPerson,215
288,2/29/2012,5.9,InPerson,216
289,2/29/2012,144.55,InPerson,217
290,2/29/2012,175.3,InPerson,218
291,2/29/2012,509.25,InPerson,219
292,2/29/2012,601.15,InPerson,220
293,2/29/2012,72.65,InPerson,221
294,2/29/2012,469.45,InPerson,187
295,2/29/2012,319.35,InPerson,146
296,2/29/2012,383.2,InPerson,13
297,2/29/2012,191.15,InPerson,177
298,2/29/2012,174.65,InPerson,41
299,2/29/2012,79.8,InPerson,146
300,3/1/2012,99.9,InPerson,222
301,3/1/2012,9.95,InPerson,223
302,3/1/2012,305.1,InPerson,224
303,3/1/2012,89.55,InPerson,225
304,3/1/2012,29.9,InPerson,226
305,3/1/2012,64.75,InPerson,227
306,3/1/2012,63.6,InPerson,175
307,3/1/2012,349.3,InPerson,13
308,3/1/2012,316,MailOrder,69
309,3/2/2012,103.6,InPerson,228
310,3/2/2012,74.55,InPerson,229
311,3/2/2012,335.85,InPerson,230
312,3/2/2012,449.55,InPerson,231
313,3/2/2012,261.65,InPerson,232
314,3/2/2012,89.7,InPerson,37
315,3/2/2012,179.7,InPerson,7
316,3/3/2012,223.35,InPerson,233
317,3/3/2012,309.25,InPerson,234
318,3/3/2012,179.5,InPerson,235
319,3/3/2012,206.1,InPerson,37
320,3/3/2012,11.8,InPerson,108
321,3/3/2012,409.15,InPerson,177
322,3/3/2012,188.35,InPerson,59
323,3/3/2012,449.55,MailOrder,91
324,3/4/2012,299.7,InPerson,236
325,3/4/2012,55.8,InPerson,237
326,3/4/2012,14.75,InPerson,17
327,3/4/2012,8.85,MailOrder,10
328,3/4/2012,118.65,InPerson,221
329,3/4/2012,191.97,InPerson,24
330,3/4/2012,183.07,InPerson,24
331,3/5/2012,19.95,InPerson,238
332,3/5/2012,49.95,InPerson,239
333,3/5/2012,77.7,InPerson,240
334,3/5/2012,182.35,InPerson,241
335,3/5/2012,77.7,InPerson,242
336,3/5/2012,139.65,InPerson,243
337,3/5/2012,169.6,InPerson,244
338,3/5/2012,40.55,InPerson,245
339,3/5/2012,56.4,InPerson,246
340,3/5/2012,136.55,InPerson,247
341,3/5/2012,29.95,InPerson,248
342,3/5/2012,549.3,InPerson,249
343,3/5/2012,40.45,InPerson,97
344,3/5/2012,99.75,InPerson,7
345,3/6/2012,12.95,InPerson,250
346,3/6/2012,8.85,InPerson,251
347,3/6/2012,384.5,InPerson,97
348,3/6/2012,189.55,InPerson,115
349,3/6/2012,239.45,InPerson,24
350,3/7/2012,121.15,InPerson,252
351,3/7/2012,74.85,InPerson,253
352,3/7/2012,77.5,InPerson,254
353,3/7/2012,266.3,InPerson,255
354,3/7/2012,527.9,InPerson,256
355,3/7/2012,164.5,InPerson,7
356,3/7/2012,229.3,MailOrder,68
357,3/7/2012,74.74,InPerson,37
358,3/7/2012,231.3,InPerson,13
359,3/7/2012,20.65,InPerson,13
360,3/8/2012,250.45,InPerson,257
361,3/8/2012,285.3,InPerson,258
362,3/8/2012,229.4,InPerson,259
363,3/8/2012,26.55,InPerson,260
364,3/8/2012,119.6,InPerson,261
365,3/8/2012,269.55,InPerson,262
366,3/8/2012,298.25,InPerson,263
367,3/8/2012,429.3,InPerson,264
368,3/8/2012,11.8,InPerson,265
369,3/8/2012,104.15,InPerson,91
370,3/8/2012,32.64,InPerson,174
371,3/9/2012,315.2,InPerson,266
372,3/9/2012,111.25,InPerson,267
373,3/9/2012,355.15,InPerson,268
374,3/9/2012,239.6,InPerson,269
375,3/9/2012,11.8,InPerson,270
376,3/9/2012,70.6,InPerson,90
377,3/9/2012,157.35,InPerson,85
378,3/9/2012,313.25,MailOrder,66
379,3/9/2012,9.95,InPerson,102
380,3/9/2012,199.4,InPerson,235
381,3/10/2012,223.3,InPerson,271
382,3/10/2012,129.65,InPerson,272
383,3/10/2012,152.35,InPerson,235
384,3/11/2012,38.85,InPerson,273
385,3/11/2012,119.8,InPerson,274
386,3/11/2012,14.95,InPerson,275
387,3/11/2012,89.55,InPerson,276
388,3/11/2012,163.4,InPerson,277
389,3/11/2012,147.98,InPerson,278
390,3/11/2012,239.6,InPerson,279
391,3/11/2012,112.7,InPerson,280
392,3/11/2012,136.5,MailOrder,175
393,3/11/2012,174.45,InPerson,174
394,3/11/2012,26.55,InPerson,69
395,3/11/2012,79.8,InPerson,235
396,3/12/2012,122.65,InPerson,281
397,3/12/2012,221.1,InPerson,282
398,3/12/2012,143.2,InPerson,283
399,3/12/2012,437.1,InPerson,284
400,3/12/2012,119.8,InPerson,285
401,3/12/2012,59.4,InPerson,286
402,3/12/2012,442.45,InPerson,287
403,3/12/2012,334.25,InPerson,288
404,3/12/2012,319.2,InPerson,289
405,3/12/2012,124.8,InPerson,290
406,3/12/2012,323.3,InPerson,291
407,3/12/2012,134.45,InPerson,268
408,3/12/2012,77.7,InPerson,17
409,3/13/2012,11.8,InPerson,292
410,3/13/2012,119.8,InPerson,293
411,3/13/2012,330.25,InPerson,294
412,3/13/2012,104.65,InPerson,171
413,3/13/2012,59,InPerson,245
414,3/13/2012,423.95,InPerson,124
415,3/13/2012,207.95,InPerson,171
416,3/13/2012,354.3,InPerson,146
417,3/13/2012,316.15,MailOrder,146
418,3/13/2012,26.55,InPerson,126
419,3/14/2012,340.4,InPerson,295
420,3/14/2012,139.1,InPerson,296
421,3/14/2012,424.15,InPerson,297
422,3/14/2012,89.55,InPerson,284
423,3/14/2012,69.65,InPerson,171
424,3/14/2012,284.3,InPerson,272
425,3/14/2012,12.95,InPerson,108
426,3/14/2012,237.95,InPerson,175
427,3/15/2012,8.85,InPerson,298
428,3/15/2012,360.2,InPerson,299
429,3/15/2012,173.35,InPerson,37
430,3/15/2012,90.65,InPerson,37
431,3/16/2012,44.65,InPerson,300
432,3/16/2012,677.8,InPerson,301
433,3/16/2012,197.4,InPerson,302
434,3/16/2012,73.5,InPerson,303
435,3/16/2012,149.65,InPerson,304
436,3/16/2012,239.6,InPerson,305
437,3/16/2012,119.6,InPerson,306
438,3/16/2012,29.9,InPerson,8
439,3/16/2012,38.85,InPerson,102
440,3/16/2012,23.6,InPerson,53
441,3/16/2012,141.95,InPerson,10
442,3/16/2012,99.75,InPerson,41
443,3/16/2012,190.45,InPerson,124
444,3/16/2012,337.15,InPerson,53
445,3/17/2012,82.75,InPerson,307
446,3/17/2012,143.4,InPerson,308
447,3/17/2012,110.6,InPerson,309
448,3/17/2012,77.7,InPerson,310
449,3/17/2012,179.3,InPerson,177
450,3/17/2012,189.25,InPerson,139
451,3/17/2012,62.55,MailOrder,171
452,3/17/2012,203.35,InPerson,286
453,3/17/2012,129.65,InPerson,174
454,3/17/2012,119.7,InPerson,152
455,3/17/2012,124.75,InPerson,272
456,3/19/2012,20.65,InPerson,311
457,3/19/2012,299.15,InPerson,312
458,3/19/2012,29.85,InPerson,313
459,3/19/2012,74.65,InPerson,314
460,3/19/2012,132.6,InPerson,315
461,3/19/2012,99.9,InPerson,316
462,3/19/2012,51.8,InPerson,317
463,3/19/2012,73.5,InPerson,318
464,3/19/2012,159.6,InPerson,319
465,3/19/2012,429.1,InPerson,320
466,3/19/2012,269.55,InPerson,321
467,3/19/2012,79.8,InPerson,215
468,3/19/2012,39.9,MailOrder,146
469,3/19/2012,304.15,InPerson,97
470,3/19/2012,152.15,InPerson,272
471,3/19/2012,11.8,InPerson,59
472,3/19/2012,147.15,InPerson,37
473,3/20/2012,269.25,InPerson,322
474,3/20/2012,175.55,InPerson,323
475,3/20/2012,24.95,InPerson,324
476,3/20/2012,39.9,InPerson,325
477,3/20/2012,141.65,InPerson,326
478,3/20/2012,140.45,InPerson,327
479,3/20/2012,19.95,InPerson,328
480,3/20/2012,12.95,InPerson,329
481,3/20/2012,259.35,InPerson,330
482,3/20/2012,108.5,InPerson,331
483,3/20/2012,119.7,InPerson,332
484,3/20/2012,391.95,InPerson,333
485,3/20/2012,159.6,InPerson,124
486,3/20/2012,149.85,InPerson,33
487,3/20/2012,68.7,InPerson,245
488,3/21/2012,138.55,InPerson,334
489,3/21/2012,120.7,InPerson,335
490,3/21/2012,465.25,InPerson,336
491,3/21/2012,171.6,InPerson,337
492,3/21/2012,119.75,InPerson,338
493,3/21/2012,160.4,InPerson,339
494,3/21/2012,179.55,InPerson,340
495,3/21/2012,90.65,InPerson,341
496,3/21/2012,264.5,InPerson,342
497,3/21/2012,66.55,InPerson,343
498,3/21/2012,99.55,InPerson,7
499,3/21/2012,353.05,MailOrder,53
500,3/21/2012,220.75,InPerson,17
501,3/21/2012,52.75,InPerson,102
502,3/21/2012,213.5,InPerson,115
503,3/21/2012,264.44,InPerson,8
504,3/21/2012,171.4,InPerson,152
505,3/22/2012,254.73,InPerson,344
506,3/22/2012,199.6,InPerson,345
507,3/22/2012,269.45,InPerson,346
508,3/22/2012,112.45,InPerson,347
509,3/22/2012,60.65,InPerson,348
510,3/22/2012,229.35,InPerson,349
511,3/22/2012,149.6,InPerson,350
512,3/22/2012,144.6,InPerson,351
513,3/22/2012,226.15,InPerson,352
514,3/22/2012,179.55,InPerson,353
515,3/22/2012,99.8,InPerson,90
516,3/22/2012,219.5,InPerson,174
517,3/22/2012,182.5,InPerson,246
518,3/22/2012,116.55,InPerson,187
519,3/23/2012,308.4,InPerson,354
520,3/23/2012,319.2,InPerson,355
521,3/23/2012,259.5,InPerson,356
522,3/23/2012,129.5,InPerson,357
523,3/23/2012,145.99,InPerson,358
524,3/23/2012,79.65,InPerson,359
525,3/23/2012,195.65,InPerson,360
526,3/23/2012,20.65,InPerson,102
527,3/23/2012,289.4,InPerson,236
528,3/23/2012,257.3,InPerson,41
529,3/23/2012,119.7,InPerson,108
530,3/23/2012,74.75,InPerson,108
531,3/23/2012,231.35,InPerson,38
532,3/24/2012,145.4,InPerson,361
533,3/24/2012,230.95,InPerson,362
534,3/24/2012,194.55,InPerson,363
535,3/24/2012,124.75,MailOrder,91
536,3/24/2012,126.93,InPerson,219
537,3/24/2012,149.65,InPerson,267
538,3/24/2012,159.65,InPerson,221
539,3/24/2012,164.65,MailOrder,261
540,3/26/2012,14.75,InPerson,364
541,3/26/2012,511.9,InPerson,365
542,3/26/2012,11.8,InPerson,366
543,3/26/2012,199.8,InPerson,367
544,3/26/2012,204.65,InPerson,368
545,3/26/2012,199.8,InPerson,369
546,3/26/2012,26.55,InPerson,370
547,3/26/2012,184.5,InPerson,371
548,3/26/2012,517.2,InPerson,372
549,3/26/2012,75.8,InPerson,373
550,3/26/2012,310.25,InPerson,374
551,3/26/2012,198.8,InPerson,375
552,3/26/2012,185.4,InPerson,97
553,3/26/2012,70.5,InPerson,146
554,3/26/2012,207.2,InPerson,36
555,3/27/2012,26.55,InPerson,376
556,3/27/2012,79.8,InPerson,377
557,3/27/2012,14.95,InPerson,68
558,3/27/2012,449.2,InPerson,97
559,3/27/2012,424.2,InPerson,97
560,3/27/2012,69.65,InPerson,41
561,3/28/2012,314.1,InPerson,378
562,3/28/2012,39.8,InPerson,379
563,3/28/2012,44.85,InPerson,380
564,3/28/2012,20.65,InPerson,381
565,3/28/2012,449.35,InPerson,382
566,3/28/2012,299.7,InPerson,316
567,3/28/2012,154.25,InPerson,316
568,3/28/2012,480.2,InPerson,235
569,3/29/2012,117.6,InPerson,383
570,3/29/2012,229.85,InPerson,384
571,3/29/2012,152.45,InPerson,385
572,3/29/2012,559.05,InPerson,386
573,3/29/2012,552.1,InPerson,387
574,3/29/2012,489.3,InPerson,388
575,3/29/2012,179.3,InPerson,389
576,3/29/2012,204.5,InPerson,390
577,3/29/2012,93.6,InPerson,360
578,3/29/2012,191.92,InPerson,152
579,3/29/2012,17.43,InPerson,13
580,3/29/2012,83.85,InPerson,91
581,3/29/2012,220.35,MailOrder,360
582,3/29/2012,64.75,InPerson,187
583,3/30/2012,199.8,InPerson,391
584,3/30/2012,668.85,InPerson,392
585,3/30/2012,127.2,InPerson,393
586,3/30/2012,509.25,InPerson,394
587,3/30/2012,8.85,InPerson,395
588,3/30/2012,20.65,InPerson,396
589,3/30/2012,31.53,InPerson,397
590,3/30/2012,519,InPerson,398
591,3/30/2012,164.5,InPerson,399
592,3/30/2012,176.45,InPerson,97
593,3/31/2012,2.49,InPerson,400
594,3/31/2012,163.5,InPerson,401
595,3/31/2012,217.55,InPerson,402
596,3/31/2012,79.45,InPerson,403
597,3/31/2012,199.6,InPerson,404
598,3/31/2012,389,InPerson,405
599,3/31/2012,146.15,InPerson,406
600,3/31/2012,28.8,InPerson,407
601,3/31/2012,171.4,InPerson,263
602,3/31/2012,289.4,InPerson,235
603,3/31/2012,373.15,InPerson,246
604,3/31/2012,159.5,InPerson,146
605,3/31/2012,99.8,InPerson,215
606,4/2/2012,5.9,InPerson,408
607,4/2/2012,74.85,InPerson,409
608,4/2/2012,119.2,InPerson,410
609,4/2/2012,116.55,InPerson,411
610,4/2/2012,274.2,InPerson,261
611,4/2/2012,165.25,MailOrder,235
612,4/2/2012,199.6,InPerson,236
613,4/2/2012,239.55,InPerson,408
614,4/3/2012,92.65,InPerson,412
615,4/3/2012,389.3,InPerson,413
616,4/3/2012,12.95,InPerson,414
617,4/3/2012,179.7,InPerson,415
618,4/3/2012,85.7,InPerson,416
619,4/3/2012,173.1,InPerson,417
620,4/3/2012,174.65,InPerson,418
621,4/3/2012,221.2,InPerson,419
622,4/3/2012,484.2,InPerson,420
623,4/3/2012,564.2,InPerson,421
624,4/3/2012,289.3,InPerson,422
625,4/3/2012,155.2,InPerson,423
626,4/3/2012,59.8,InPerson,245
627,4/3/2012,59.9,InPerson,393
628,4/3/2012,275.45,InPerson,68
629,4/3/2012,275.35,MailOrder,33
630,4/4/2012,19.95,InPerson,424
631,4/4/2012,289.5,InPerson,425
632,4/4/2012,39.9,InPerson,146
633,4/4/2012,263.15,InPerson,230
634,4/4/2012,790.8,InPerson,146
635,4/5/2012,304.3,InPerson,426
636,4/5/2012,229.67,InPerson,427
637,4/5/2012,210.25,InPerson,428
638,4/5/2012,533.95,InPerson,429
639,4/5/2012,139.65,InPerson,430
640,4/5/2012,207.35,InPerson,431
641,4/5/2012,199.6,InPerson,432
642,4/5/2012,29.04,InPerson,321
643,4/5/2012,254.5,MailOrder,428
644,4/5/2012,208.88,InPerson,267
645,4/5/2012,103.6,InPerson,44
646,4/5/2012,239.4,InPerson,246
647,4/5/2012,640.95,InPerson,230
648,4/5/2012,264.64,InPerson,322
649,4/6/2012,183.1,InPerson,433
650,4/6/2012,277.25,InPerson,434
651,4/6/2012,91.3,InPerson,37
652,4/6/2012,138.65,InPerson,97
653,4/7/2012,299.7,InPerson,435
654,4/7/2012,89.7,InPerson,436
655,4/7/2012,232.6,InPerson,437
656,4/7/2012,464.35,InPerson,438
657,4/7/2012,9.96,InPerson,439
658,4/7/2012,226.3,InPerson,440
659,4/7/2012,419.25,InPerson,441
660,4/7/2012,89.7,InPerson,442
661,4/7/2012,369.05,InPerson,443
662,4/7/2012,334.3,InPerson,444
663,4/7/2012,209.65,InPerson,230
664,4/7/2012,14.94,InPerson,66
665,4/7/2012,208.2,InPerson,314
666,4/7/2012,379.05,InPerson,272
667,4/7/2012,180.35,InPerson,440
668,4/7/2012,259.12,InPerson,115
669,4/7/2012,2.49,InPerson,381
670,4/7/2012,297.85,InPerson,17
671,4/9/2012,74.7,InPerson,445
672,4/9/2012,192,InPerson,446
673,4/9/2012,540.15,InPerson,447
674,4/9/2012,149.7,InPerson,448
675,4/9/2012,301.3,InPerson,449
676,4/9/2012,99.8,InPerson,450
677,4/9/2012,64.75,InPerson,451
678,4/9/2012,49.75,InPerson,452
679,4/9/2012,239.6,InPerson,453
680,4/9/2012,460.7,InPerson,102
681,4/9/2012,119.6,InPerson,90
682,4/9/2012,155.65,InPerson,53
683,4/9/2012,471.96,InPerson,393
684,4/10/2012,239.3,InPerson,454
685,4/10/2012,230.3,InPerson,455
686,4/10/2012,38.35,InPerson,456
687,4/10/2012,73.55,InPerson,457
688,4/10/2012,119.7,InPerson,458
689,4/10/2012,119.8,InPerson,316
690,4/11/2012,68.5,InPerson,459
691,4/11/2012,114.7,InPerson,460
692,4/11/2012,314.2,InPerson,461
693,4/11/2012,240.45,InPerson,462
694,4/11/2012,249.6,InPerson,463
695,4/11/2012,14.95,InPerson,464
